sampno,hh_vmt_fee_dynamic,hh_total_vmt_dyn,hh_income_cat,hh_urbrur,hh_income_group
30172717,40.68019199998133,2179.295999999,11,1,high
30172766,15.109476366264545,944.342272891534,3,1,low
30173006,0.252119999976,10.504999998999999,10,1,high
30179514,8.523767999978002,387.4439999990001,11,1,high
30180348,0.7262868166959541,30.261950695664755,9,1,mid_high
30181123,9.455485396575073,393.97855819062806,8,2,mid_high
30181354,3.9839039999760004,165.99599999900002,11,1,high
30183736,6.097343999984,381.083999999,11,1,high
30183821,12.317849935160712,769.8656209475446,8,1,mid_high
30184454,6.323534234150089,263.48059308958705,6,1,mid_low
30185293,1.380559999984,86.28499999900001,11,1,high
30186778,7.15823999998,357.911999999,11,1,high
30187153,99.4480734080098,4143.669725333742,6,1,mid_low
30188631,6.768333565184026,282.0138985493344,7,1,mid_low
30189758,4.232125268514302,264.50782928214386,1,1,low
30190742,4.434372716965916,184.76552987357982,9,1,mid_high
30192757,97.28184682274156,4053.410284280898,6,1,mid_low
30193556,2.0220870703214575,84.25362793006072,8,1,mid_high
30193730,11.138531618745908,464.10548411441283,3,1,low
30193931,14.936447999984,933.527999999,10,1,high
30195014,13.043231999976001,543.4679999990001,11,1,high
30195522,79.16221551990718,3710.728852495649,4,1,low
30196882,25.192578865107848,1049.6907860461602,5,1,mid_low
30196898,0.19633790118594474,9.816895059297236,8,1,mid_high
30198261,6.6899519999759995,278.747999999,11,1,high
30201218,3.8206719999840004,238.791999999,11,1,high
30201368,3.7836282192536803,157.65117580223668,9,1,mid_high
30201548,17.000255319875006,708.3439716614587,7,1,mid_low
30205588,0.8341759999840002,52.135999999000006,10,1,high
30208704,100.448255999976,4185.343999999,11,1,high
30209375,0.3054752148531099,12.728133952212914,8,1,mid_high
30210830,0.508303999984,31.768999999000002,10,1,high
30210855,6.260991999984,391.31199999899997,11,1,high
30212051,4.993319999976,208.05499999900002,10,1,high
30214254,37.49183168021343,1562.1596533422262,8,1,mid_high
30215169,18.8254932051913,784.3955502163042,8,1,mid_high
30215832,1.1522232611662215,48.00930254859256,6,1,mid_low
30216186,6.687393476697762,334.36967383488815,6,1,mid_low
30217454,10.562111999976,440.08799999900003,11,1,high
30218193,10.738079999976001,447.419999999,10,1,high
30219187,18.312959999984,1144.559999999,11,1,high
30220117,1.0390960968439278,43.295670701830325,2,1,low
30221376,7.669079451565944,319.544977148581,8,1,mid_high
30222310,3.7929383518006383,158.03909799169327,9,1,mid_high
30223846,16.35044801056849,681.2686671070204,6,1,mid_low
30226961,1.4557688483356634,60.65703534731931,5,1,mid_low
30227058,1.6062064810701457,66.92527004458941,5,1,mid_low
30228677,1.4712802394588058,61.303343310783575,7,1,mid_low
30229733,6.448319999984001,403.01999999900005,11,2,high
30231735,11.347583999976,472.815999999,10,1,high
30232000,5.610970866980676,233.79045279086148,9,1,mid_high
30232307,5.228002735444871,217.83344731020296,7,1,mid_low
30233441,127.12550399997599,5296.895999998999,11,1,high
30233863,6.791773727238728,282.99057196828034,7,1,mid_low
30234573,5.89094390394839,368.18399399677435,8,1,mid_high
30235620,1.9243164339588579,80.17985141495241,4,1,low
30237308,12.267185008695053,613.3592504347527,9,1,mid_high
30238018,4.205471964096954,175.22799850403973,7,1,mid_low
30239275,11.481263999976001,478.385999999,11,1,high
30240383,0.007295999976,0.30399999899999997,11,1,high
30241755,6.6309599999760005,276.28999999900003,11,1,high
30242037,4.808813621735464,300.5508513584665,7,1,mid_low
30242521,18.094175999976,753.923999999,11,2,high
30244975,6.7386959999760006,280.778999999,11,1,high
30246007,29.55007999998,1477.503999999,11,1,high
30248202,0.3984008095002335,16.600033729176396,4,1,low
30251671,1.6932964905547747,105.83103065967342,6,1,mid_low
30252659,4.74095516320184,197.53979846674335,8,1,mid_high
30253126,62.86874264274387,2857.670120124721,3,1,low
30254981,5.087095014834555,282.6163897130308,9,1,mid_high
30255185,1.3481485753439255,56.1728573059969,4,1,low
30255564,0.15032961046567245,6.263733769403019,8,1,mid_high
30255607,57.53815199998133,3082.400999999,11,2,high
30255670,34.08543073551273,1420.2262806463636,4,2,low
30256146,23.477183999976,978.215999999,11,1,high
30257094,0.697279806563488,43.579987910217994,3,1,low
30257603,4.349354155512771,217.46770777563853,6,1,mid_low
30258786,4.632051166094724,193.00213192061352,7,1,mid_low
30258919,24.33071999998,1216.535999999,10,1,high
30259039,5.142823152792882,257.1411576396441,9,1,mid_high
30261705,8.911295999976,371.303999999,10,1,high
30263243,12.119696580762554,757.4810362976597,8,1,mid_high
30263808,16.730495999976,697.1039999989999,10,1,high
30264337,10.588180470495733,441.1741862706555,7,1,mid_low
30264954,28.49281332953956,1187.2005553974816,7,1,mid_low
30265030,2.4553599999799998,122.767999999,11,2,high
30265106,36.944235190007646,1539.3431329169853,7,1,mid_low
30268109,113.25963539618245,4719.151474840935,7,2,mid_low
30269506,0.91987999998,45.993999999,10,1,high
30269544,0.24887999997600002,10.369999999000001,10,1,high
30271168,10.865165877419269,452.7152448924695,9,1,mid_high
30271548,9.913964589195496,413.08185788314563,9,1,mid_high
30272612,2.7416409804786586,114.23504085327744,6,1,mid_low
30274853,5.210514569890694,236.8415713586679,9,1,mid_high
30277067,13.902143999976001,579.2559999990001,11,1,high
30277572,11.537944690408674,540.8411573629065,8,1,mid_high
30278317,62.02862297131543,2819.4828623325193,8,1,mid_high
30278382,17.576694105425158,878.8347052712578,9,1,mid_high
30278974,1.15495999998,57.747999999,10,1,high
30282700,23.565896707097394,1178.2948353548695,3,1,low
30282978,113.711135999978,5168.687999999,11,1,high
30283234,2.6093105353919963,108.72127230799985,8,1,mid_high
30284870,1.125071999976,46.877999999,11,1,high
30285060,5.585451978281324,232.72716576172184,5,1,mid_low
30285621,16.338695999978,742.667999999,10,1,high
30285663,0.822988394184994,34.29118309104141,3,1,low
30287808,5.039999999976001,209.999999999,10,1,high
30290256,4.825147563018665,201.04781512577767,6,1,mid_low
30290756,20.04219985057901,1073.6892777095898,8,1,mid_high
30290838,2.0967679999840003,131.047999999,10,1,high
30291404,71.7118507980778,2987.9937832532414,3,1,low
30292052,2.9910810852764613,124.62837855318588,7,1,mid_low
30293531,12.76515244962301,709.1751360901671,7,1,mid_low
30294517,1.5350302132073252,95.93938832545783,9,1,mid_high
30297750,1.4414399999840002,90.089999999,11,1,high
30298457,38.187780762489865,1591.157531770411,7,1,mid_low
30300856,21.246335999976,885.263999999,10,1,high
30301969,3.488695891903661,145.3623288293192,8,1,mid_high
30302147,28.35959999998,1417.979999999,11,2,high
30303882,8.390399999976,349.599999999,11,1,high
30307645,0.8169119999760001,34.037999999,10,1,high
30308491,3.838591999984,239.911999999,11,1,high
30309431,2.6523948542852405,165.77467839282752,6,1,mid_low
30309579,3.457773580102959,172.88867900514794,9,1,mid_high
30310120,56.29984758381044,3518.740473988152,7,1,mid_low
30310469,0.05915351661470974,2.4647298589462387,8,1,mid_high
30310687,4.4582399999760005,185.759999999,11,1,high
30310936,13.113647999982,728.5359999990001,10,1,high
30312147,1.141466197051304,47.56109154380433,8,1,mid_high
30313646,0.6133597257907535,25.556655241281394,7,1,mid_low
30313794,2.3481599999759997,97.83999999899999,11,1,high
30314067,0.2855570840359436,11.898211834830981,1,1,low
30314398,11.847911999977335,522.701999999,11,1,high
30315929,0.7703411096939884,35.015504986090384,9,1,mid_high
30316163,13.676543999978668,641.087999999,11,1,high
30317701,2.46783999998,123.39199999899999,11,1,high
30322658,0.5737228484678534,28.68614242339267,9,1,mid_high
30324004,4.1373109382971025,229.85060768317237,6,1,mid_low
30324595,11.38215999998,569.1079999990001,10,1,high
30327669,23.518841984453495,979.951749352229,9,1,mid_high
30332031,1.6589439999839999,103.683999999,10,1,high
30333456,5.77199999998,288.59999999900003,10,1,high
30334331,9.703945837737999,404.33107657241663,2,1,low
30335440,6.41395999998,320.69799999900005,11,1,high
30335718,29.414914028436186,1838.4321267772616,8,1,mid_high
30336367,9.178013971805264,382.4172488252193,7,1,mid_low
30341916,17.740360014829328,739.1816672845554,4,1,low
30342040,11.324887116565614,471.8702965235673,6,2,mid_low
30342253,9.895607999982001,549.755999999,11,1,high
30343510,45.723327999984,2857.707999999,11,1,high
30346995,4.871087999976001,202.96199999900003,11,2,high
30347576,13.284341587086892,553.5142327952872,6,1,mid_low
30347596,99.85913100584085,4160.797125243368,9,1,mid_high
30348330,22.16495999998,1108.247999999,10,1,high
30348551,13.908991999984002,869.311999999,11,1,high
30348768,5.290527471314579,264.526373565729,7,1,mid_low
30350236,6.040879016824071,251.7032923676696,3,1,low
30353449,3.4412497545454155,143.3854064393923,5,1,mid_low
30353624,20.769119999984,1298.069999999,11,2,high
30354039,0.2190992384486081,13.693702403038005,6,1,mid_low
30356798,23.25359999998,1162.679999999,11,1,high
30357995,0.9969599999800001,49.847999999,10,1,high
30359462,69.10035948368008,2879.181645153337,1,1,low
30361877,21.630527699963956,901.2719874984982,6,2,mid_low
30364903,0.03965248160062805,1.652186733359502,9,1,mid_high
30364933,14.7574604011105,614.8941833796041,7,1,mid_low
30366888,1.0394098044915774,43.308741853815725,7,1,mid_low
30368056,1.158064064594882,57.9032032297441,5,1,mid_low
30368312,49.60011473441137,2480.005736720568,6,1,mid_low
30368681,10.952842330188567,456.3684304245236,6,1,mid_low
30368919,0.7634630281813921,47.71643926133701,9,1,mid_high
30371992,6.8859199999800005,344.295999999,11,1,high
30373944,22.702148201668564,945.9228417361901,5,2,mid_low
30374044,275.1354007398542,12138.326503228864,9,1,mid_high
30374568,21.886847999976002,911.951999999,11,1,high
30375160,2.827417065206938,117.80904438362242,8,1,mid_high
30375807,8.78697830633084,439.34891531654193,6,1,mid_low
30375839,3.9513338813885794,164.63891172452412,8,1,mid_high
30377960,0.3234315535411061,13.47631473087942,4,1,low
30379195,0.3949860703704302,16.457752932101258,2,1,low
30379434,5.249635062911277,218.73479428796983,8,1,mid_high
30379826,5.797392315288333,241.55801313701386,7,1,mid_low
30383061,11.872511999981999,659.583999999,11,1,high
30383089,3.2760159999840006,204.75099999900002,10,1,high
30385609,3.9706700798832397,165.44458666180165,3,1,low
30385755,56.840543999976006,2368.3559999990002,10,1,high
30386875,1.8737279999760001,78.071999999,10,1,high
30387888,2.252879763552288,140.80498522201802,9,1,mid_high
30388268,65.328767999976,2722.031999999,10,1,high
30388621,9.15391999998,457.69599999900004,11,1,high
30390336,5.236031999976,218.16799999900002,11,1,high
30390531,180.11132478779695,8442.718349427982,6,2,mid_low
30393920,0.6489168113455168,27.038200472729866,7,1,mid_low
30394035,3.2425338860351673,202.65836787719795,8,1,mid_high
30394803,22.722079999980004,1136.103999999,11,1,high
30395164,4.716922542430879,294.8076589019299,7,1,mid_low
30400244,13.300999999980002,665.0499999990001,11,1,high
30401749,4.014987576535129,250.93672353344553,7,1,mid_low
30404220,1.26491999998,63.245999999000006,11,1,high
30405096,23.923391999975998,996.807999999,11,1,high
30405364,31.60031624406511,1580.0158122032553,8,1,mid_high
30406658,5.172671999976,215.52799999900003,11,1,high
30407199,12.192886240832795,508.03692670136644,8,1,mid_high
30407293,1.39183999998,69.591999999,11,1,high
30410033,0.2853338549770855,11.88891062404523,9,1,mid_high
30412050,20.61638709214986,859.0161288395775,4,1,low
30412809,3.540728478175446,147.53035325731025,6,1,mid_low
30413450,0.33723199998133335,18.065999999,11,1,high
30413721,0.53919999998,26.959999998999997,10,1,high
30415083,46.67010256992699,1944.587607080291,9,1,mid_high
30416542,3.8401123272754316,192.0056163637716,7,1,mid_low
30416806,2.8333119999840006,177.08199999900003,10,1,high
30420463,2.853631999984,178.35199999900001,10,1,high
30420990,4.031516397278974,251.9697748299359,8,1,mid_high
30421801,0.9003562020541998,37.51484175225832,7,1,mid_low
30423058,0.9964089417878708,62.27555886174192,5,1,mid_low
30423667,2.2743594205527335,142.14746378454583,8,1,mid_high
30424760,18.122872358633256,755.1196816097189,2,2,low
30425542,9.306273424613918,465.31367123069595,9,1,mid_high
30425703,0.8071246771323353,33.63019488051397,7,1,mid_low
30426064,14.487621064550464,905.4763165344038,6,1,mid_low
30426398,5.184007223575154,324.00045147344713,9,1,mid_high
30426450,0.7280975901396107,30.337399589150444,8,1,mid_high
30426512,5.1065279999760005,212.77199999900003,11,1,high
30428584,29.62487999998,1481.243999999,11,1,high
30429953,0.4656637447854015,19.402656032725062,8,1,mid_high
30430671,10.997919684513711,458.24665352140465,9,1,mid_high
30430893,30.383811805505182,1381.08235479569,7,1,mid_low
30433680,0.8203831276104415,34.182630317101726,8,1,mid_high
30434515,0.7775729440892077,38.878647204460385,9,1,mid_high
30434817,3.1159679999760006,129.831999999,11,1,high
30435074,32.674639645654864,1361.4433185689527,5,1,mid_low
30435189,8.824511999976,367.687999999,10,1,high
30436649,16.652580636038746,832.6290318019372,8,1,mid_high
30436980,16.342499527501214,680.9374803125506,6,1,mid_low
30437554,0.47935999998400003,29.959999999,10,1,high
30438048,0.5909759999840001,36.935999999,10,1,high
30440141,4.17079999998,208.539999999,11,1,high
30441129,0.42303999998400005,26.439999999,11,1,high
30441996,0.243237108748733,12.16185543743665,8,1,mid_high
30442072,0.441839999976,18.409999999,10,1,high
30442305,88.62806399998132,4747.931999998999,11,1,high
30442480,1.5058679969224635,62.74449987176932,8,1,mid_high
30443626,30.07103999998,1503.551999999,11,1,high
30444893,3.4616799999800003,173.083999999,11,1,high
30444991,0.688330740916447,34.41653704582235,9,1,mid_high
30447791,12.39551999998,619.775999999,10,1,high
30449314,3.5434620631332883,221.4663789458305,8,1,mid_high
30450882,24.869375999976,1036.223999999,10,1,high
30452008,71.78457599997601,2991.023999999,11,1,high
30452165,9.928637885511746,496.43189427558724,8,1,mid_high
30453044,13.196447999983999,824.777999999,11,1,high
30453836,11.464767999981333,614.183999999,11,1,high
30454663,6.028141987530373,251.17258281376553,9,1,mid_high
30455787,2.748266404307996,114.51110017949983,7,1,mid_low
30457003,8.486153667541611,530.3846042213506,3,1,low
30457370,0.8797599999800001,43.987999999,10,1,high
30457532,0.9860740588601367,61.62962867875854,5,1,mid_low
30458459,3.049343999978667,142.937999999,10,1,high
30459266,5.044799999976001,210.19999999900003,11,1,high
30460376,1.4845364218677308,61.855684244488785,8,1,mid_high
30461131,95.31271199997799,4332.395999998999,11,1,high
30464679,0.9577055172448601,59.856594827803754,9,1,mid_high
30464686,3.0794239999840003,192.463999999,10,1,high
30465655,2.5307967290437934,158.17479556523708,7,1,mid_low
30465707,0.41519011555887775,17.299588148286574,5,1,mid_low
30468080,2.98319999998,149.159999999,11,1,high
30468429,12.74803164714331,796.7519779464569,9,1,mid_high
30471066,0.912095999976,38.003999999,11,1,high
30471078,11.739491149120427,489.1454645466844,6,1,mid_low
30471732,19.439903999976003,809.9959999990001,10,1,high
30472959,20.98431999998,1049.215999999,10,1,high
30473108,0.78455999998,39.227999999000005,10,1,high
30473435,1.7567422581611083,73.19759409004618,7,1,mid_low
30473443,46.52623645584831,2907.8897784905193,6,1,mid_low
30473696,0.16066760783262346,6.6944836596926445,8,1,mid_high
30476744,1.5304153461244971,95.65095913278105,9,1,mid_high
30480671,4.691534979168076,293.2209361980048,9,1,mid_high
30481441,10.81465961432774,450.6108172636558,9,1,mid_high
30482711,3.2187532741414957,134.11471975589566,3,1,low
30483286,1.1591999999800002,57.959999999000004,10,1,high
30483498,0.38175030251162595,15.906262604651081,6,1,mid_low
30484747,26.769119999980003,1338.4559999990001,10,1,high
30487153,1.04485977445012,43.53582393542166,7,1,mid_low
30487586,5.801759999984,362.60999999899997,10,1,high
30489352,0.09510991259710985,3.9629130248795774,7,1,mid_low
30489844,21.87689999998,1093.844999999,11,1,high
30491629,33.79891199997867,1584.323999999,11,1,high
30493479,3.1570559999820005,175.39199999900003,11,1,high
30493582,2.254022461361995,93.91760255674977,6,1,mid_low
30493780,11.72399999998,586.199999999,11,1,high
30496172,4.544110874142318,189.33795308926327,7,1,mid_low
30498075,8.145071999976,339.377999999,11,1,high
30500123,10.013461160771698,417.2275483654874,4,1,low
30501284,1.4045577916495573,70.22788958247786,7,1,mid_low
30501773,2.9850757274009934,149.25378637004965,8,1,mid_high
30502265,3.3664319999759997,140.26799999899998,11,1,high
30502883,18.117791999976003,754.907999999,10,1,high
30503727,50.43661123488971,2521.8305617444853,6,1,mid_low
30508067,12.22975152243659,509.5729801015246,9,1,mid_high
30509967,7.4513519999784,344.969999999,10,1,high
30510261,7.993151999976001,333.047999999,10,1,high
30513008,40.455268763175155,1896.3407232738352,6,1,mid_low
30514133,2.251331441097265,112.56657205486323,7,1,mid_low
30514134,10.889567999976002,453.73199999900004,11,1,high
30515602,3.208862811550458,133.70261714793577,5,1,mid_low
30516146,1.5448799999799998,77.243999999,10,1,high
30518265,12.02823955021135,601.4119775105675,6,1,mid_low
30520560,1.362847999984,85.177999999,10,1,high
30521068,0.9923519999760001,41.347999999,11,1,high
30521201,4.112606640313015,171.35861001304227,8,1,mid_high
30524101,6.187263999984001,386.703999999,11,1,high
30524727,0.24099414773019603,12.049707386509802,9,1,mid_high
30526121,3.3830970309944157,140.962376291434,8,1,mid_high
30528912,30.07263999998,1503.631999999,11,1,high
30529575,0.5359199999759999,22.329999998999998,10,1,high
30530042,0.043374926655654386,2.168746332782719,9,1,mid_high
30532684,0.41423999998399996,25.889999998999997,10,1,high
30536649,13.791299717500737,574.6374882291974,5,1,mid_low
30536904,0.38112751073634465,23.820469421021542,7,1,mid_low
30537123,12.758601627969822,637.9300813984911,8,1,mid_high
30537285,29.362132013873687,1223.422167244737,9,1,mid_high
30537688,1.714239999978,77.919999999,11,1,high
30538014,3.7117681460931915,231.98550913082445,9,1,mid_high
30538097,36.47716799998133,1954.133999999,11,1,high
30539240,8.94179337605191,372.5747240021629,4,1,low
30541058,9.33778368137776,389.0743200574066,5,2,mid_low
30542228,32.416991999976005,1350.707999999,11,1,high
30544746,2.854015999978667,133.78199999900002,11,1,high
30547218,12.1258944747235,505.24560311347915,5,1,mid_low
30547282,1.329263999976,55.385999999000006,11,1,high
30547595,9.958138999989712,553.2299444438729,8,1,mid_high
30549075,12.970908793892892,540.4545330788706,8,1,mid_high
30551594,0.9674837810293475,48.374189051467376,6,1,mid_low
30553389,25.322585167780026,1266.1292583890013,2,1,low
30555073,1.5926863241065947,66.36193017110811,5,1,mid_low
30555884,5.222013916735306,217.5839131973044,4,1,low
40000855,127.39751999997999,6369.875999998999,10,1,high
40002397,4.350959999980001,217.547999999,10,1,high
40003484,2.6419999999800003,132.099999999,11,1,high
40008422,0.30240976894923577,12.60040703955149,4,1,low
40008624,22.40523984883363,933.5516603680678,6,1,mid_low
40009061,32.15324221674292,1607.662110837146,9,1,mid_high
40013444,12.936959999976,539.039999999,11,1,high
40015408,0.7297730066536733,36.48865033268366,6,1,mid_low
40016005,16.35405625416918,681.4190105903825,8,1,mid_high
40016963,10.081836409190712,504.0918204595356,9,1,mid_high
40017077,8.80445292416147,366.8522051733946,7,1,mid_low
40018002,9.753071999976001,406.37799999900005,11,1,high
